phenotype,accuracy,f1_score
(((conv*3))*3)fc*1*256*lr-0.001,0.6396969556808472,0.6378357410430908
(((conv*3)bnorm-)*2)fc*2*128*lr-0.001,0.6944444378217062,0.6797547936439514
(((conv*2)bnorm-pool-)*2)fc*0*256*lr-0.001,0.7503030300140381,0.7557519674301147
(((conv*3)bnorm-pool-dropout)*1)fc*0*64*lr-0.0001,0.7285858790079752,0.7316033244132996
(((conv*2))*1)fc*1*128*lr-0.1,0.0966666688521703,0.0
(((conv*2)pool-)*2)fc*1*64*lr-0.01,0.09949495146671931,0.0
(((conv*3)bnorm-pool-)*1)fc*1*128*lr-0.1,0.10020202149947484,0.0
(((conv*2)bnorm-pool-dropout)*2)fc*0*64*lr-0.1,0.42343434939781827,0.10337014496326447
(((conv*2)bnorm-pool-)*3)fc*2*256*lr-0.01,0.7713131308555603,0.7923902869224548
(((conv*2)bnorm-pool-)*3)fc*2*64*lr-0.1,0.10414141416549683,0.0
(((conv*1)bnorm-pool-)*1)fc*2*128*lr-0.0001,0.631010095278422,0.6398330330848694
(((conv*1)bnorm-pool-dropout)*1)fc*0*64*lr-0.001,0.6465656359990438,0.61232990026474
(((conv*2)bnorm-)*3)fc*1*256*lr-0.01,0.09969697147607803,0.0
(((conv*3)bnorm-pool-dropout)*3)fc*2*128*lr-0.01,0.10414141416549683,0.0
(((conv*2)bnorm-pool-)*1)fc*2*256*lr-0.0001,0.6809090971946716,0.671017050743103
(((conv*1))*1)fc*1*256*lr-0.01,0.3717171649138133,0.3412059247493744
(((conv*1)bnorm-pool-dropout)*1)fc*0*128*lr-0.1,0.3506060640017192,0.2574818432331085
(((conv*1)pool-)*2)fc*0*128*lr-0.001,0.6883838375409445,0.6941078901290894
(((conv*3)pool-dropout)*1)fc*0*64*lr-0.1,0.10222222159306209,0.0
(((conv*2))*2)fc*1*128*lr-0.001,0.6433333158493042,0.6460752487182617
(((conv*2)bnorm-pool-dropout)*2)fc*2*64*lr-0.001,0.8042424321174622,0.8086578845977783
(((conv*1)pool-)*2)fc*0*64*lr-0.01,0.5825252334276835,0.5431793332099915
(((conv*3)pool-dropout)*2)fc*1*128*lr-0.1,0.10636363675196965,0.0
(((conv*3)bnorm-)*2)fc*1*128*lr-0.0001,0.6630303263664246,0.6643254160881042
(((conv*1)bnorm-)*1)fc*1*256*lr-0.0001,0.6241414149602255,0.6175938844680786
(((conv*3))*1)fc*2*512*lr-0.01,0.09797979891300201,0.0
(((conv*1))*1)fc*1*128*lr-0.0001,0.6079798142115275,0.5991774797439575
(((conv*2)bnorm-)*2)fc*0*64*lr-0.01,0.5747474630673727,0.5779914259910583
(((conv*2)bnorm-pool-)*2)fc*0*64*lr-0.01,0.7297979990641276,0.7313319444656372
(((conv*2)pool-)*1)fc*0*64*lr-0.001,0.6358585755030314,0.6225602626800537
(((conv*2)bnorm-pool-dropout)*1)fc*0*128*lr-0.1,0.37484848499298096,0.3884657323360443
(((conv*2))*2)fc*0*64*lr-0.0001,0.6530302961667379,0.6469436883926392
(((conv*3)bnorm-pool-dropout)*3)fc*2*64*lr-0.01,0.1018181840578715,0.0
(((conv*3)pool-dropout)*1)fc*0*128*lr-0.01,0.5831313133239746,0.46911928057670593
(((conv*1)bnorm-pool-dropout)*2)fc*0*512*lr-0.1,0.47525251905123395,0.4365606904029846
(((conv*3)bnorm-pool-dropout)*1)fc*2*512*lr-0.01,0.17787878960371017,0.0
(((conv*1))*3)fc*0*256*lr-0.0001,0.6360605955123901,0.6316394209861755
(((conv*3)bnorm-)*2)fc*2*128*lr-0.01,0.09676767885684967,0.0
(((conv*3)pool-dropout)*3)fc*0*64*lr-0.1,0.09767676889896393,0.0
(((conv*1)bnorm-)*1)fc*2*256*lr-0.0001,0.6190909147262573,0.6276968717575073
(((conv*2)pool-)*3)fc*2*128*lr-0.0001,0.7203030387560526,0.7293049693107605
(((conv*2)bnorm-pool-dropout)*3)fc*2*64*lr-0.1,0.09858585894107819,0.0
(((conv*2)bnorm-pool-dropout)*2)fc*2*128*lr-0.1,0.09717171887556712,0.0
(((conv*3)bnorm-)*1)fc*0*256*lr-0.001,0.6111111243565878,0.6171507239341736
(((conv*3)bnorm-pool-dropout)*3)fc*0*256*lr-0.01,0.842424233754476,0.8429772853851318
(((conv*2)bnorm-pool-)*2)fc*0*128*lr-0.001,0.7458585898081461,0.7549028992652893
(((conv*3)bnorm-)*1)fc*1*256*lr-0.1,0.10484848668177922,0.0
(((conv*1)bnorm-pool-)*3)fc*2*256*lr-0.1,0.09808080891768138,0.0
(((conv*1)bnorm-)*3)fc*2*128*lr-0.0001,0.6579798062642416,0.6568118333816528
(((conv*1)bnorm-pool-)*2)fc*2*256*lr-0.01,0.6484848260879517,0.6592908501625061
(((conv*2)bnorm-pool-)*3)fc*0*128*lr-0.0001,0.6676767667134603,0.6830697655677795
(((conv*1)bnorm-pool-)*1)fc*2*128*lr-0.001,0.6197979847590128,0.6151559948921204
(((conv*2)bnorm-)*3)fc*2*512*lr-0.1,0.09727272888024648,0.0
(((conv*2))*2)fc*2*128*lr-0.1,0.10171717405319214,0.0
(((conv*1))*2)fc*2*256*lr-0.0001,0.6244444449742635,0.6187536716461182
(((conv*2))*2)fc*1*256*lr-0.1,0.09969697147607803,0.0
(((conv*1)bnorm-)*1)fc*2*256*lr-0.001,0.5694949428240458,0.5722463130950928
(((conv*3)bnorm-pool-dropout)*3)fc*0*512*lr-0.0001,0.8458585937817892,0.8524812459945679
(((conv*1)bnorm-pool-dropout)*3)fc*0*64*lr-0.01,0.6931313077608744,0.6983001232147217
(((conv*3)bnorm-)*3)fc*1*256*lr-0.1,0.1018181840578715,0.0
(((conv*3)pool-dropout)*3)fc*0*256*lr-0.0001,0.8290908932685852,0.8364172577857971
(((conv*1)bnorm-pool-dropout)*2)fc*0*256*lr-0.01,0.6399999856948853,0.6594860553741455
(((conv*1)bnorm-pool-)*2)fc*0*512*lr-0.01,0.6734343568483988,0.676315188407898
(((conv*3))*2)fc*0*128*lr-0.0001,0.6571717063585917,0.6590769290924072
(((conv*2)pool-dropout)*3)fc*1*128*lr-0.1,0.09646464884281158,0.0
(((conv*2))*3)fc*2*128*lr-0.01,0.1062626267472903,0.0
(((conv*3)bnorm-)*1)fc*0*512*lr-0.001,0.620404044787089,0.61164790391922
(((conv*1)bnorm-pool-)*1)fc*2*128*lr-0.01,0.5845454335212708,0.5856915712356567
(((conv*1)bnorm-pool-dropout)*3)fc*1*128*lr-0.01,0.7234343489011129,0.7457752823829651
(((conv*1)pool-dropout)*1)fc*1*512*lr-0.01,0.40282828609148663,0.2492331862449646
(((conv*2)bnorm-)*3)fc*0*64*lr-0.0001,0.6272727251052856,0.6270449757575989
(((conv*3)bnorm-pool-dropout)*3)fc*0*64*lr-0.1,0.6676767567793528,0.8368388414382935
(((conv*2)bnorm-pool-dropout)*3)fc*2*256*lr-0.001,0.8414141337076823,0.8567832112312317
(((conv*3))*1)fc*2*64*lr-0.1,0.09888889143864314,0.0
(((conv*1)pool-dropout)*3)fc*0*64*lr-0.01,0.3521212140719096,0.08770712465047836
(((conv*1)bnorm-pool-dropout)*3)fc*1*128*lr-0.001,0.76424241065979,0.7723888754844666
(((conv*1))*1)fc*2*512*lr-0.001,0.5998989939689636,0.6039682626724243
(((conv*1)bnorm-pool-)*1)fc*0*512*lr-0.0001,0.6341414054234823,0.6171188354492188
(((conv*1)bnorm-)*3)fc*1*64*lr-0.001,0.5794949332873026,0.5847456455230713
(((conv*3)bnorm-)*3)fc*2*128*lr-0.01,0.09717171887556712,0.0
(((conv*3)bnorm-)*2)fc*1*64*lr-0.1,0.0977777789036433,0.0
(((conv*3)bnorm-pool-dropout)*1)fc*1*512*lr-0.1,0.10040404150883357,0.0005827505374327302
(((conv*3))*1)fc*1*64*lr-0.001,0.6415151357650757,0.6282011866569519
(((conv*3)pool-dropout)*1)fc*1*64*lr-0.0001,0.7071716984113058,0.7108620405197144
(((conv*3)bnorm-pool-)*3)fc*2*64*lr-0.001,0.8484848737716675,0.85044926404953
(((conv*3)bnorm-)*1)fc*0*512*lr-0.01,0.5472727417945862,0.5408653616905212
(((conv*3)bnorm-)*3)fc*2*256*lr-0.0001,0.647777775923411,0.6706250309944153
(((conv*2)bnorm-pool-)*1)fc*1*512*lr-0.0001,0.7019191781679789,0.6931819915771484
(((conv*2)bnorm-)*1)fc*2*512*lr-0.001,0.627676765124003,0.6368876099586487
(((conv*2)bnorm-pool-dropout)*3)fc*0*256*lr-0.001,0.8584848642349243,0.8663346767425537
(((conv*1)bnorm-)*3)fc*2*64*lr-0.01,0.1031313141187032,0.0
(((conv*2))*3)fc*2*64*lr-0.0001,0.6733333468437195,0.6767446994781494
(((conv*2)pool-dropout)*3)fc*2*256*lr-0.01,0.09767676889896393,0.0
(((conv*1))*3)fc*2*256*lr-0.0001,0.6513131459554037,0.6569115519523621
(((conv*2)bnorm-pool-dropout)*2)fc*1*128*lr-0.01,0.7752525210380554,0.7994033098220825
(((conv*3)pool-)*3)fc*1*256*lr-0.001,0.7716161410013834,0.773440957069397
(((conv*3))*3)fc*1*512*lr-0.0001,0.7116161386171976,0.7080462574958801
(((conv*3)pool-)*1)fc*1*512*lr-0.01,0.48616160949071247,0.47670209407806396
(((conv*3)pool-dropout)*2)fc*0*128*lr-0.01,0.09888889143864314,0.0
(((conv*2)bnorm-pool-)*3)fc*0*512*lr-0.1,0.7718181610107422,0.7680240273475647
(((conv*2)bnorm-pool-)*2)fc*1*128*lr-0.1,0.09767676889896393,0.0
(((conv*2)bnorm-)*1)fc*2*512*lr-0.01,0.2049494907259941,0.0
(((conv*1)bnorm-)*2)fc*2*512*lr-0.0001,0.6592929363250732,0.6537970304489136
(((conv*1))*3)fc*1*512*lr-0.01,0.39565656582514447,0.38495415449142456
(((conv*1))*1)fc*0*64*lr-0.1,0.0981818214058876,0.0
(((conv*1))*2)fc*0*64*lr-0.001,0.5986868937810262,0.5954080820083618
(((conv*1)bnorm-pool-dropout)*1)fc*1*256*lr-0.0001,0.7037373582522074,0.7037169337272644
(((conv*2))*1)fc*2*512*lr-0.01,0.09878788143396378,0.0
(((conv*1)pool-)*1)fc*2*256*lr-0.001,0.6466666460037231,0.6527488231658936
(((conv*3)pool-dropout)*2)fc*1*512*lr-0.0001,0.7932323416074117,0.8050714135169983
(((conv*3)bnorm-pool-dropout)*1)fc*2*128*lr-0.0001,0.7003030180931091,0.6992145776748657
(((conv*3))*2)fc*0*64*lr-0.01,0.10424242665370305,0.0
(((conv*2))*3)fc*0*128*lr-0.001,0.6635353565216064,0.6558064222335815
(((conv*3))*1)fc*0*64*lr-0.001,0.6247474749883016,0.6195068359375
(((conv*2)pool-)*1)fc*0*64*lr-0.0001,0.6730303168296814,0.6644366979598999
(((conv*1)pool-)*1)fc*2*512*lr-0.0001,0.6778787970542908,0.6841866374015808
(((conv*2)bnorm-)*3)fc*2*128*lr-0.01,0.09909091144800186,0.0
(((conv*2))*3)fc*0*512*lr-0.01,0.10040404150883357,0.0
(((conv*2))*1)fc*1*128*lr-0.001,0.6116161743799845,0.6048254370689392
(((conv*1))*3)fc*0*128*lr-0.0001,0.6563636461893717,0.6447638273239136
(((conv*1)bnorm-pool-dropout)*3)fc*1*64*lr-0.001,0.7320201992988586,0.736331582069397
(((conv*3)bnorm-)*3)fc*2*64*lr-0.01,0.10212121407190959,0.0
(((conv*2)pool-dropout)*1)fc*2*256*lr-0.001,0.6910100976626078,0.6926606297492981
(((conv*3)bnorm-pool-)*2)fc*2*64*lr-0.0001,0.6990908980369568,0.7043772339820862
(((conv*2))*1)fc*1*64*lr-0.01,0.1026262640953064,0.0
(((conv*3)pool-)*3)fc*0*128*lr-0.1,0.09646464635928471,0.0
(((conv*2)bnorm-)*3)fc*1*256*lr-0.0001,0.6730303168296814,0.6719114780426025
(((conv*2)pool-dropout)*2)fc*1*64*lr-0.01,0.10121212154626846,0.0
(((conv*2))*1)fc*1*128*lr-0.01,0.10020202149947484,0.0
(((conv*2)bnorm-)*3)fc*0*128*lr-0.0001,0.6392929156621298,0.635138213634491
(((conv*1)bnorm-pool-dropout)*1)fc*2*512*lr-0.001,0.642727255821228,0.6517016291618347
(((conv*3)bnorm-)*1)fc*2*512*lr-0.1,0.1018181840578715,0.0
(((conv*3)bnorm-pool-)*3)fc*1*256*lr-0.001,0.8406060536702474,0.8456847071647644
(((conv*3)pool-dropout)*1)fc*2*256*lr-0.001,0.7070706884066263,0.7155226469039917
(((conv*1)pool-)*2)fc*0*128*lr-0.01,0.568686862786611,0.5446045994758606
(((conv*1)pool-)*1)fc*1*64*lr-0.001,0.6233333349227905,0.6169281005859375
(((conv*2)bnorm-pool-dropout)*2)fc*1*512*lr-0.01,0.7605050404866537,0.7747780680656433
(((conv*1)bnorm-)*2)fc*0*256*lr-0.0001,0.6006060838699341,0.5974214673042297
(((conv*1))*1)fc*2*512*lr-0.01,0.40707070628801983,0.39856359362602234
(((conv*2))*2)fc*1*64*lr-0.1,0.09848485141992569,0.0
(((conv*1))*2)fc*1*64*lr-0.1,0.10232323408126831,0.0
(((conv*2)bnorm-)*1)fc*1*128*lr-0.001,0.6080808242162069,0.6039475798606873
(((conv*1)bnorm-pool-)*3)fc*1*512*lr-0.001,0.7108080784479777,0.7209964394569397
(((conv*1)bnorm-)*1)fc*2*128*lr-0.0001,0.6119192043940226,0.6119576692581177
(((conv*1)bnorm-pool-dropout)*3)fc*2*64*lr-0.01,0.7051515181859335,0.7330639958381653
(((conv*2)bnorm-)*2)fc*1*256*lr-0.001,0.660909096399943,0.6541217565536499
(((conv*2)bnorm-)*3)fc*0*64*lr-0.01,0.5646464625994364,0.565504789352417
(((conv*3))*2)fc*0*256*lr-0.01,0.0961616188287735,0.0
(((conv*3)pool-dropout)*1)fc*0*256*lr-0.001,0.7427272796630859,0.7467867136001587
(((conv*3)pool-dropout)*2)fc*2*64*lr-0.01,0.0966666688521703,0.0
(((conv*1)pool-dropout)*1)fc*2*256*lr-0.001,0.6568686763445536,0.6556107401847839
(((conv*1)pool-dropout)*3)fc*0*256*lr-0.0001,0.6326262652873993,0.6861848831176758
(((conv*1)pool-)*1)fc*0*128*lr-0.01,0.4464646478494008,0.3258519172668457
(((conv*1)pool-dropout)*3)fc*2*512*lr-0.1,0.0981818214058876,0.0
(((conv*2)bnorm-)*2)fc*2*512*lr-0.001,0.6700000166893005,0.6752655506134033
(((conv*2)bnorm-)*1)fc*2*256*lr-0.0001,0.6525252262751261,0.6494607925415039
(((conv*2)bnorm-pool-)*1)fc*1*256*lr-0.1,0.09727272888024648,0.0
(((conv*3)bnorm-)*1)fc*0*512*lr-0.0001,0.6232323249181112,0.6253198981285095
(((conv*1)bnorm-)*3)fc*2*512*lr-0.01,0.10060606151819229,0.0
(((conv*2)bnorm-pool-dropout)*2)fc*2*512*lr-0.1,0.10171717405319214,0.0
(((conv*1)pool-dropout)*2)fc*1*512*lr-0.001,0.7515151500701904,0.7590157985687256
(((conv*1)bnorm-)*1)fc*1*128*lr-0.01,0.46202019850413006,0.43594127893447876
(((conv*1)pool-dropout)*2)fc*2*512*lr-0.1,0.09848485141992569,0.0
(((conv*3)bnorm-)*1)fc*1*256*lr-0.01,0.10212121407190959,0.0
(((conv*1)bnorm-pool-)*3)fc*0*128*lr-0.001,0.7071716984113058,0.7122911810874939
(((conv*3))*1)fc*0*512*lr-0.001,0.6360605955123901,0.6212564706802368
(((conv*2)bnorm-pool-)*3)fc*2*128*lr-0.01,0.7978788018226624,0.8052031993865967
(((conv*1))*2)fc*0*512*lr-0.1,0.09707070887088776,0.0
(((conv*2)bnorm-pool-dropout)*3)fc*1*256*lr-0.0001,0.848585863908132,0.8560299277305603
(((conv*1)bnorm-)*1)fc*1*512*lr-0.01,0.4526262680689494,0.4447455406188965
(((conv*2))*1)fc*2*64*lr-0.0001,0.6380807956059774,0.6305818557739258
(((conv*3)bnorm-pool-dropout)*3)fc*0*512*lr-0.001,0.8315151333808899,0.833038866519928
(((conv*1))*1)fc*0*512*lr-0.1,0.09767676889896393,0.0
(((conv*2)pool-dropout)*3)fc*1*256*lr-0.1,0.09707070638736089,0.0
(((conv*1))*1)fc*1*512*lr-0.1,0.10515151669581731,0.0
(((conv*2)bnorm-pool-dropout)*1)fc*0*512*lr-0.001,0.7291919390360514,0.7308698296546936
(((conv*2)pool-dropout)*1)fc*0*512*lr-0.1,0.10050505151351292,0.0
(((conv*3)bnorm-)*3)fc*1*64*lr-0.0001,0.6642424265543619,0.671433687210083
(((conv*2)pool-)*2)fc*2*512*lr-0.0001,0.7258586088816324,0.7313544154167175
(((conv*3)bnorm-pool-dropout)*3)fc*2*256*lr-0.0001,0.8454545537630717,0.8511447906494141
(((conv*3)bnorm-pool-dropout)*1)fc*0*512*lr-0.0001,0.7352525393168131,0.7427683472633362
(((conv*2)bnorm-pool-dropout)*3)fc*1*128*lr-0.01,0.8225252429644266,0.8285821080207825
(((conv*2)bnorm-)*1)fc*2*256*lr-0.01,0.5765656431516012,0.5880501866340637
(((conv*1)bnorm-)*3)fc*2*512*lr-0.001,0.6509091059366862,0.6666481494903564
(((conv*3)bnorm-pool-dropout)*1)fc*0*256*lr-0.01,0.5829293131828308,0.5404340624809265
(((conv*2))*1)fc*0*512*lr-0.01,0.10535353670517604,0.0
(((conv*2)pool-dropout)*3)fc*0*256*lr-0.1,0.09929293145736058,0.0
(((conv*3)bnorm-pool-)*1)fc*0*64*lr-0.001,0.6576767563819885,0.6560809016227722
(((conv*3))*2)fc*1*512*lr-0.001,0.6434343258539835,0.6482061147689819
(((conv*3)pool-)*3)fc*0*64*lr-0.1,0.10515151669581731,0.0
(((conv*2)pool-)*3)fc*0*64*lr-0.1,0.0982828289270401,0.0
(((conv*3)pool-dropout)*2)fc*2*256*lr-0.1,0.10232323408126831,0.0
(((conv*1)pool-)*1)fc*2*512*lr-0.1,0.09575757632652919,0.0
(((conv*3)bnorm-pool-dropout)*3)fc*0*256*lr-0.1,0.6269696950912476,0.8218148350715637
(((conv*1))*2)fc*2*64*lr-0.0001,0.615353544553121,0.6081026792526245
(((conv*3)pool-dropout)*1)fc*1*512*lr-0.001,0.7311111291249593,0.7380076050758362
(((conv*1)pool-dropout)*2)fc*2*64*lr-0.001,0.7279797991116842,0.7335304617881775
(((conv*2))*3)fc*2*64*lr-0.1,0.09727272888024648,0.0
(((conv*3)bnorm-)*2)fc*0*128*lr-0.1,0.22484848151604334,0.2080473154783249
(((conv*2)bnorm-pool-dropout)*1)fc*2*512*lr-0.1,0.09767676889896393,0.0
(((conv*2)bnorm-pool-dropout)*3)fc*0*64*lr-0.0001,0.8406060536702474,0.8525084853172302
(((conv*1)bnorm-pool-)*2)fc*1*64*lr-0.001,0.6642424464225769,0.6667202711105347
(((conv*3)pool-dropout)*3)fc*2*512*lr-0.01,0.10595959673325221,0.0
(((conv*3)bnorm-pool-dropout)*3)fc*0*512*lr-0.01,0.8396969636281332,0.8551347255706787
(((conv*2)bnorm-pool-dropout)*1)fc*1*512*lr-0.01,0.6498990058898926,0.6571941375732422
(((conv*2)pool-dropout)*1)fc*2*128*lr-0.001,0.6980807979901632,0.6956313848495483
(((conv*2))*3)fc*1*512*lr-0.001,0.653333326180776,0.6488826274871826
(((conv*1)pool-)*2)fc*1*256*lr-0.0001,0.6906060576438904,0.683539628982544
(((conv*2)bnorm-)*1)fc*1*256*lr-0.001,0.6168686946233114,0.6148313879966736
(((conv*1)bnorm-)*3)fc*0*512*lr-0.1,0.39191919565200806,0.4151386618614197
(((conv*1)bnorm-)*2)fc*2*256*lr-0.0001,0.6494949261347452,0.6558122038841248
(((conv*3)bnorm-pool-)*1)fc*0*512*lr-0.1,0.3541414141654968,0.4087517559528351
(((conv*2)bnorm-pool-)*2)fc*1*128*lr-0.001,0.7542424201965332,0.7625893950462341
(((conv*3)pool-)*1)fc*1*128*lr-0.01,0.0961616188287735,0.0
(((conv*2)pool-dropout)*2)fc*0*256*lr-0.01,0.09929293145736058,0.0
(((conv*2)pool-)*1)fc*0*512*lr-0.001,0.6334343353907267,0.6114863753318787
(((conv*3)bnorm-pool-dropout)*3)fc*2*128*lr-0.1,0.10252525409062703,0.0
(((conv*1)bnorm-)*2)fc*0*128*lr-0.1,0.2928282767534256,0.08954031765460968
(((conv*2)bnorm-pool-dropout)*3)fc*2*512*lr-0.01,0.8253535230954488,0.8387491703033447
(((conv*1))*2)fc*1*128*lr-0.001,0.6274747451146444,0.632266640663147
(((conv*2)bnorm-pool-dropout)*1)fc*1*64*lr-0.1,0.09737373888492584,0.0
(((conv*3)bnorm-)*2)fc*2*512*lr-0.01,0.3163636351625125,0.0
(((conv*1)bnorm-pool-dropout)*1)fc*2*256*lr-0.0001,0.6769697070121765,0.6766777634620667
(((conv*3))*3)fc*0*64*lr-0.001,0.10171717405319214,0.0
(((conv*1))*2)fc*2*128*lr-0.001,0.6183838446935018,0.6155913472175598
(((conv*1))*2)fc*1*256*lr-0.001,0.615353544553121,0.6138960123062134
(((conv*3)bnorm-pool-dropout)*2)fc*0*512*lr-0.001,0.8455555637677511,0.8499568104743958
(((conv*3)pool-)*3)fc*1*512*lr-0.001,0.7585858503977457,0.7555791139602661
(((conv*3)bnorm-pool-)*3)fc*2*128*lr-0.001,0.8418181737263998,0.843753457069397
(((conv*3)bnorm-)*2)fc*0*64*lr-0.01,0.581010083357493,0.5733745098114014
(((conv*3)bnorm-)*2)fc*0*64*lr-0.0001,0.6405050357182821,0.6355018615722656
(((conv*3)bnorm-pool-)*2)fc*2*256*lr-0.0001,0.716464638710022,0.717532753944397
(((conv*3)bnorm-pool-)*1)fc*2*256*lr-0.0001,0.6976767579714457,0.6983131170272827
(((conv*1)bnorm-)*2)fc*2*64*lr-0.0001,0.6171717246373495,0.6163673400878906
(((conv*1)bnorm-pool-)*2)fc*1*256*lr-0.0001,0.6809090971946716,0.6843478083610535
(((conv*3))*1)fc*1*512*lr-0.001,0.6418181657791138,0.6416367888450623
(((conv*3)bnorm-pool-)*2)fc*2*64*lr-0.001,0.8046464721361796,0.8094647526741028
(((conv*3)bnorm-pool-dropout)*1)fc*1*64*lr-0.0001,0.7170706987380981,0.7248160243034363
(((conv*3)pool-)*3)fc*1*64*lr-0.0001,0.7383838494618734,0.7486995458602905
(((conv*1))*1)fc*1*256*lr-0.1,0.09727272888024648,0.0
(((conv*3)bnorm-)*1)fc*2*64*lr-0.01,0.5760605931282043,0.5888580679893494
(((conv*2)pool-)*2)fc*2*256*lr-0.0001,0.6965656479199728,0.7045300006866455
(((conv*1))*3)fc*2*256*lr-0.1,0.0982828289270401,0.0
(((conv*2)pool-dropout)*2)fc*0*64*lr-0.0001,0.7806060711542765,0.7967318296432495
(((conv*3)bnorm-)*3)fc*1*128*lr-0.1,0.0966666688521703,0.0
(((conv*2))*1)fc*1*256*lr-0.01,0.0982828289270401,0.0
(((conv*1))*1)fc*2*512*lr-0.1,0.10010101149479549,0.0
(((conv*2)bnorm-pool-dropout)*2)fc*0*64*lr-0.001,0.8140404025713602,0.8292612433433533
(((conv*1)pool-)*1)fc*1*128*lr-0.0001,0.6731313268343607,0.6706410050392151
(((conv*1)pool-)*1)fc*2*256*lr-0.01,0.44292929768562317,0.42844146490097046
(((conv*2)bnorm-pool-)*3)fc*1*256*lr-0.001,0.8081818222999573,0.8138824105262756
(((conv*1)bnorm-)*3)fc*0*256*lr-0.1,0.31313131252924603,0.22477008402347565
(((conv*3)bnorm-pool-dropout)*2)fc*0*64*lr-0.001,0.8451515237490336,0.8433955907821655
(((conv*2)bnorm-pool-dropout)*2)fc*1*64*lr-0.001,0.82040403286616,0.8301440477371216
(((conv*2)bnorm-pool-)*2)fc*0*128*lr-0.01,0.727979818979899,0.7246164679527283
(((conv*1)pool-dropout)*3)fc*1*512*lr-0.1,0.10020202149947484,0.0
(((conv*1)bnorm-pool-)*2)fc*1*256*lr-0.1,0.10292929410934448,0.0
(((conv*3)bnorm-pool-)*1)fc*2*256*lr-0.001,0.681313137213389,0.6971865892410278
(((conv*3)bnorm-pool-)*1)fc*1*64*lr-0.01,0.09989899148543675,0.0
(((conv*2))*1)fc*0*512*lr-0.0001,0.6462626059850057,0.6437482237815857
(((conv*1)bnorm-)*1)fc*2*64*lr-0.1,0.10040404150883357,0.0
(((conv*3)bnorm-pool-)*3)fc*0*256*lr-0.01,0.7670707106590271,0.8077971339225769
(((conv*1)bnorm-pool-)*3)fc*2*256*lr-0.001,0.7090909083684286,0.7308362126350403
(((conv*2)pool-dropout)*3)fc*2*512*lr-0.001,0.802525262037913,0.7987004518508911
(((conv*3)pool-)*3)fc*1*64*lr-0.001,0.748888889948527,0.7488423585891724
(((conv*3)bnorm-)*3)fc*1*512*lr-0.01,0.09888889143864314,0.0
(((conv*2)bnorm-)*1)fc*1*512*lr-0.1,0.10020202149947484,0.0
(((conv*2)pool-)*1)fc*1*64*lr-0.01,0.5101010004679362,0.48937156796455383
(((conv*3))*2)fc*2*256*lr-0.0001,0.6691919366518656,0.6707101464271545
(((conv*2)bnorm-)*3)fc*0*512*lr-0.001,0.6043434540430704,0.6027395129203796
(((conv*2)bnorm-pool-)*1)fc*1*64*lr-0.1,0.10787878930568695,0.0
(((conv*3))*3)fc*2*128*lr-0.001,0.6012121438980103,0.6013871431350708
(((conv*2)pool-dropout)*1)fc*0*64*lr-0.0001,0.7067676583925883,0.696527361869812
(((conv*1)pool-dropout)*3)fc*1*64*lr-0.001,0.7731312910715739,0.767638623714447
(((conv*3)bnorm-)*2)fc*2*256*lr-0.001,0.7057575583457947,0.716148316860199
(((conv*1)pool-dropout)*1)fc*2*256*lr-0.01,0.3913131256898244,0.18882852792739868
(((conv*1)bnorm-pool-)*3)fc*0*128*lr-0.1,0.6345454653104147,0.6014174818992615
(((conv*1)pool-)*2)fc*2*512*lr-0.0001,0.7067676583925883,0.7036854028701782
(((conv*3)pool-)*1)fc*1*256*lr-0.1,0.09949495146671931,0.0
(((conv*2)bnorm-pool-dropout)*3)fc*0*128*lr-0.01,0.8321211934089661,0.8437801599502563
(((conv*2))*1)fc*0*256*lr-0.01,0.0961616188287735,0.0
(((conv*3)bnorm-pool-dropout)*3)fc*1*128*lr-0.1,0.09727272888024648,0.0
(((conv*2))*3)fc*1*256*lr-0.01,0.10202020406723022,0.0
(((conv*3)bnorm-)*1)fc*2*256*lr-0.001,0.6498989860216776,0.6667070388793945
(((conv*3)bnorm-pool-dropout)*1)fc*1*512*lr-0.001,0.763131300608317,0.7702569365501404
(((conv*3)bnorm-)*3)fc*1*64*lr-0.1,0.09767676889896393,0.0
(((conv*1)pool-)*2)fc*1*512*lr-0.001,0.706969678401947,0.7047532200813293
(((conv*3)bnorm-)*1)fc*1*128*lr-0.01,0.09505050629377365,0.0
(((conv*2)pool-)*2)fc*0*256*lr-0.01,0.09646464884281158,0.0
(((conv*1)bnorm-pool-)*1)fc*0*512*lr-0.01,0.5585858623186747,0.5121498107910156
(((conv*3)pool-dropout)*1)fc*0*512*lr-0.1,0.09868687142928441,0.0
(((conv*1))*2)fc*0*128*lr-0.0001,0.629595955212911,0.6270392537117004
(((conv*1))*3)fc*0*512*lr-0.1,0.09848485141992569,0.0
(((conv*2)bnorm-)*3)fc*2*64*lr-0.1,0.10323232412338257,0.0
(((conv*2)bnorm-pool-dropout)*1)fc*0*512*lr-0.1,0.3506060590346654,0.20651841163635254
(((conv*1)bnorm-pool-dropout)*3)fc*1*512*lr-0.0001,0.7942424217859904,0.8192975521087646
(((conv*1))*3)fc*0*64*lr-0.1,0.0954545463124911,0.0
(((conv*1)bnorm-pool-dropout)*3)fc*0*64*lr-0.1,0.48101011912027997,0.5042349100112915
(((conv*2)bnorm-pool-)*3)fc*1*128*lr-0.01,0.7953535517056783,0.7929537892341614
